,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
18635,Mali,"Rice, paddy",2005,282.0,14.84,28.13,22845
5511,Cameroon,Potatoes,2007,1604.0,918.88,25.49,26587
85,Albania,Soybeans,2010,1485.0,1311.17,16.52,16667
10357,Honduras,Plantains and others,2013,1976.0,7194.91,24.86,121433
19346,Mexico,Sweet potatoes,1995,758.0,34468.93,20.39,174581
16529,Japan,Potatoes,1998,1668.0,79821.18,16.45,307608
24084,Rwanda,Wheat,2006,1212.0,288.72,20.02,8510
1853,Austria,Soybeans,2010,1110.0,3692.4,8.36,27501
938,Australia,Maize,1993,534.0,23899.0,18.03,44261
9973,Guyana,"Rice, paddy",2013,2387.0,358.72,27.3,49996
5547,Cameroon,Yams,2010,1604.0,1160.63,25.7,111590
16673,Japan,Sweet potatoes,2001,1668.0,78735.45,15.47,251300
13189,India,Potatoes,2006,1083.0,37423.0,24.72,185920
14251,India,Potatoes,2012,1083.0,52980.0,25.39,217530
18577,Mali,Yams,1997,282.0,24.28,27.38,35000
5882,Canada,Soybeans,2002,537.0,34226.0,7.48,22814
1554,Australia,Sweet potatoes,2008,534.0,42935.38,12.0,266530
1153,Australia,Potatoes,1998,534.0,37215.0,13.61,322292
19424,Mexico,Cassava,1997,758.0,34468.93,20.99,96021
18910,Mauritius,Maize,1998,2041.0,536.45,24.41,51800
19852,Mexico,Soybeans,2004,758.0,26433.14,19.56,15010
23119,Pakistan,Sorghum,2013,494.0,0.92,27.21,5987
6266,Central African Republic,Potatoes,2010,1342.0,22.87,26.06,11650
10898,India,Potatoes,1992,1083.0,70791.0,25.69,160294
2028,Bahamas,Cassava,2007,1292.0,268.2,25.71,105556
12168,India,"Rice, paddy",1999,1083.0,46195.0,25.1,29782
27566,United Kingdom,Potatoes,1998,1220.0,35422.0,8.56,391347
14700,Indonesia,Maize,1994,2702.0,1597.0,25.21,22091
8194,Egypt,Potatoes,1998,51.0,4715.0,22.36,223302
3331,Brazil,Yams,1997,1761.0,110276.11,25.96,91773
14404,India,Maize,2013,1083.0,45620.0,28.85,25726
6360,Chile,Wheat,1996,1522.0,15373.0,6.26,33278
13568,India,"Rice, paddy",2008,1083.0,14485.33,27.45,32509
13781,India,Soybeans,2009,1083.0,28707.01,28.1,10236
20746,Morocco,Soybeans,2010,346.0,13697.0,18.87,10000
17334,Kazakhstan,"Rice, paddy",2008,250.0,7044.9,4.19,33736
22234,Pakistan,Sorghum,1998,494.0,18406.0,23.11,5952
17000,Japan,Soybeans,2010,1668.0,55576.0,13.82,16158
20137,Mexico,Maize,2009,758.0,61690.08,25.72,32368
4966,Burkina Faso,Maize,1991,748.0,29.1,28.4,16868
9799,Guinea,Potatoes,2007,1651.0,400.55,27.28,59380
12981,India,Cassava,2005,1083.0,35342.0,26.11,304978
14788,Indonesia,"Rice, paddy",1996,2702.0,1597.0,26.83,44168
3471,Brazil,"Rice, paddy",1999,1761.0,127585.0,20.04,30708
24780,South Africa,Maize,1998,495.0,24304.0,16.11,21611
23250,Papua New Guinea,Maize,2005,3142.0,105.0,25.51,46667
3665,Brazil,"Rice, paddy",2001,1761.0,151523.0,20.96,32405
26914,Turkey,Maize,2006,593.0,27421.0,17.71,72139
3795,Brazil,Soybeans,2002,1761.0,145552.0,25.56,25739
21575,Niger,"Rice, paddy",2001,151.0,31.0,29.46,27565
22095,Pakistan,Potatoes,1996,494.0,11955.0,25.92,134795
21337,Nicaragua,Plantains and others,1993,2280.0,977.0,27.05,100000
25573,Spain,Sweet potatoes,2008,636.0,40719.0,17.21,171052
5018,Burkina Faso,Soybeans,1997,748.0,75.29,28.52,9514
20495,Morocco,Sweet potatoes,1991,346.0,9771.14,17.25,156000
22988,Pakistan,"Rice, paddy",2011,494.0,1979.27,23.36,35939
22790,Pakistan,Potatoes,2008,494.0,4946.79,23.21,164550
19170,Mexico,Cassava,1993,758.0,34468.93,19.73,81739
3284,Brazil,Sorghum,1997,1761.0,110276.11,20.77,19757
6640,Colombia,Sorghum,1996,3240.0,18131.0,22.07,32993
7435,Dominican Republic,"Rice, paddy",2012,1410.0,6316.61,26.84,41266
5307,Burundi,Sorghum,2009,1274.0,177.75,21.42,12885
6949,Croatia,Wheat,1994,1113.0,3046.67,11.33,37823
12221,India,Sweet potatoes,1999,1083.0,46195.0,24.9,85744
10286,Honduras,Potatoes,2005,1976.0,3666.21,24.77,161908
23096,Pakistan,Maize,2013,494.0,0.92,24.27,42313
6523,Colombia,Maize,1990,3240.0,18058.29,27.22,14498
16996,Japan,"Rice, paddy",2010,1668.0,55576.0,15.8,65135
22244,Pakistan,Soybeans,1998,494.0,18406.0,27.89,12959
18616,Mali,Potatoes,2002,282.0,13.13,28.18,180217
2770,Brazil,Potatoes,1992,1761.0,67003.89,25.61,140432
10129,Haiti,Maize,2010,1440.0,27.85,27.19,8045
2835,Brazil,Yams,1992,1761.0,67003.89,18.72,91413
8811,France,Soybeans,1999,867.0,114695.0,11.83,26622
10315,Honduras,Sorghum,2008,1976.0,5130.42,24.25,11500
18543,Mali,Maize,1994,282.0,30.96,27.05,11347
23065,Pakistan,Soybeans,2012,494.0,990.09,26.75,7901
16832,Japan,Soybeans,2006,1668.0,65248.26,13.28,16129
12963,India,Wheat,2004,1083.0,35113.0,27.29,27132
25382,Spain,Sweet potatoes,1998,636.0,35070.0,17.15,169231
2334,Bangladesh,Maize,2011,2666.0,14798.28,25.8,61512
19816,Mexico,Maize,2004,758.0,26433.14,21.24,28188
2477,Belgium,Wheat,2013,847.0,5905.6,10.36,89349
5154,Burundi,Sorghum,1991,1274.0,92.08,20.97,11241
5328,Burundi,Wheat,2011,1274.0,75.64,21.23,7129
11356,India,Sweet potatoes,1994,1083.0,61357.0,24.71,84823
19440,Mexico,Potatoes,1997,758.0,34468.93,20.99,208520
23496,Peru,"Rice, paddy",2011,1738.0,15436.91,17.03,72980
18201,Madagascar,Wheat,2008,1513.0,112.11,19.79,23810
21208,Netherlands,Maize,2010,778.0,9586.03,8.84,117673
4575,Brazil,Sorghum,2011,1761.0,345026.0,24.32,25497
14841,Indonesia,Cassava,1998,2702.0,1597.0,27.77,121925
1133,Australia,Sweet potatoes,1997,534.0,34091.0,20.16,244444
6282,Central African Republic,Sorghum,2012,1342.0,22.87,25.28,11707
12243,India,Wheat,1999,1083.0,46195.0,24.9,25901
2073,Bahrain,Potatoes,2005,83.0,12.75,26.89,100000
12150,India,Potatoes,1999,1083.0,46195.0,26.96,175712
19761,Mexico,Potatoes,2002,758.0,16189.88,25.07,237558
8424,El Salvador,Sweet potatoes,1992,1784.0,3940.77,26.22,61333
21526,Niger,"Rice, paddy",1994,151.0,62.0,29.05,22143
187,Algeria,Wheat,2008,89.0,11556.12,17.55,11038
5440,Cameroon,Plantains and others,1999,1604.0,653.0,24.97,61102
4662,Brazil,"Rice, paddy",2012,1761.0,346583.0,26.13,47860
27259,Uganda,Maize,2002,1180.0,88.0,23.99,18003
11917,India,Cassava,1998,1083.0,49157.0,26.69,252815
16881,Japan,Sweet potatoes,2007,1668.0,61164.07,16.55,237936
24743,South Africa,Sweet potatoes,1996,495.0,19508.0,20.49,32037
20515,Morocco,Potatoes,1993,346.0,10585.43,16.94,156153
22071,Pakistan,Wheat,1995,494.0,7681.0,24.58,20811
14650,Indonesia,Soybeans,1992,2702.0,825.0,26.72,11230
11462,India,"Rice, paddy",1995,1083.0,61257.0,25.92,26972
10199,Honduras,Soybeans,1994,1976.0,3160.91,24.87,19780
20875,Mozambique,Sweet potatoes,2001,1032.0,26.05,21.94,69231
14073,India,Potatoes,2011,1083.0,55540.0,26.41,227240
9242,Ghana,"Rice, paddy",2002,1187.0,89.88,26.92,22799
9690,Guinea,Plantains and others,1991,1651.0,80.0,27.22,51788
14740,Indonesia,Maize,1995,2702.0,1597.0,26.74,22580
15120,Indonesia,Sweet potatoes,2006,2702.0,1597.0,25.66,105267
284,Angola,"Rice, paddy",2001,1010.0,40.0,24.43,13701
17788,Lesotho,Wheat,1995,788.0,0.3,14.55,6166
26852,Turkey,Maize,2004,593.0,28831.0,12.26,55076
19779,Mexico,Sorghum,2002,758.0,16189.88,22.59,29859
20733,Morocco,Sweet potatoes,2009,346.0,13697.0,18.56,170964
16700,Japan,"Rice, paddy",2002,1668.0,70262.54,13.42,65823
22203,Pakistan,Wheat,1997,494.0,16936.0,25.16,20533
9975,Guyana,Yams,2013,2387.0,358.72,27.3,55067
21477,Nicaragua,Soybeans,2011,2280.0,4932.05,26.94,20144
8319,Egypt,Potatoes,2008,51.0,9527.0,21.74,259390
14614,Indonesia,Soybeans,1991,2702.0,3259.0,26.61,11369
2524,Botswana,Sorghum,2006,416.0,17.0,18.97,5024
13036,India,"Rice, paddy",2005,1083.0,35342.0,25.48,31537
11230,India,Maize,1994,1083.0,61357.0,26.03,14480
13198,India,Potatoes,2006,1083.0,37423.0,24.72,185920
6337,Chile,Sweet potatoes,1994,1522.0,15373.0,13.42,61664
21680,Norway,Potatoes,2002,1414.0,799.19,3.57,256141
24643,South Africa,Potatoes,1993,495.0,16582.0,21.32,228678
28156,Zimbabwe,Potatoes,2002,657.0,3023.72,21.08,159091
19538,Mexico,Sweet potatoes,1998,758.0,34468.93,19.08,187500
3854,Brazil,Potatoes,2004,1761.0,214725.0,17.88,213525
12159,India,"Rice, paddy",1999,1083.0,46195.0,26.86,29782
27687,United Kingdom,Potatoes,2011,1220.0,16401.66,11.19,432192
2175,Bangladesh,Sweet potatoes,1997,2666.0,2035.0,25.55,93946
5465,Cameroon,Sweet potatoes,2001,1604.0,687.0,25.01,64856
1351,Australia,Wheat,2002,534.0,26651.0,14.08,21076
16724,Japan,Yams,2002,1668.0,70262.54,13.42,206243
12750,India,Sweet potatoes,2002,1083.0,42482.56,25.76,85694
27152,Uganda,Plantains and others,1990,1180.0,72.0,23.36,56499
17540,Kenya,Yams,2004,630.0,1578.0,16.92,83525
27681,United Kingdom,Wheat,2010,1220.0,16770.87,7.43,76746
4182,Brazil,Soybeans,2007,1761.0,304031.0,20.93,28133
2715,Brazil,Sweet potatoes,1991,1761.0,58349.44,25.57,101504
16767,Japan,Yams,2004,1668.0,64688.88,16.54,229051
4474,Brazil,Sorghum,2010,1761.0,342580.0,19.01,23172
26811,Turkey,"Rice, paddy",2001,593.0,25539.0,12.32,61017
7291,Dominican Republic,"Rice, paddy",2002,1410.0,4018.07,27.05,48593
2087,Bangladesh,"Rice, paddy",1990,2666.0,1266.0,25.98,25661
24661,South Africa,Sweet potatoes,1993,495.0,16582.0,19.32,37333
1719,Australia,Soybeans,2012,534.0,48687.88,17.47,22598
12617,India,Cassava,2002,1083.0,42482.56,24.91,272746
12157,India,"Rice, paddy",1999,1083.0,46195.0,25.74,29782
26877,Turkey,Wheat,2004,593.0,28831.0,12.26,22658
14292,India,Sorghum,2012,1083.0,52980.0,25.89,9568
354,Angola,Maize,2011,1010.0,40.0,24.15,7376
8139,Egypt,"Rice, paddy",1994,51.0,4283.0,21.1,79130
11766,India,Maize,1997,1083.0,52279.0,24.83,17111
16755,Japan,Sweet potatoes,2004,1668.0,64688.88,16.54,250372
10476,Hungary,Soybeans,2009,589.0,11144.0,11.48,23990
8441,El Salvador,Cassava,1995,1784.0,3475.08,26.05,160232
1483,Australia,Maize,2007,534.0,32446.25,14.99,49103
25395,Spain,"Rice, paddy",1999,636.0,33614.0,12.09,75388
3677,Brazil,Sorghum,2001,1761.0,151523.0,18.67,18654
22490,Pakistan,Sorghum,2002,494.0,10881.83,25.61,5989
3949,Brazil,Maize,2005,1761.0,232232.0,25.7,30403
15234,Indonesia,Cassava,2010,2702.0,1597.0,25.57,202174
20993,Namibia,Potatoes,2002,285.0,56.0,20.76,130435
13112,India,Sweet potatoes,2005,1083.0,35342.0,25.72,88477
27942,Zambia,Sorghum,1998,1020.0,1670.0,21.32,7082
5989,Canada,Maize,2008,537.0,53707.3,5.01,90623
304,Angola,Wheat,2004,1010.0,40.0,24.22,12442
15228,Indonesia,Sweet potatoes,2009,2702.0,1597.0,25.54,111920
9284,Ghana,"Rice, paddy",2009,1187.0,378.97,27.14,24109
2161,Bangladesh,Sorghum,1996,2666.0,1919.0,26.15,9959
997,Australia,Sorghum,1994,534.0,21057.0,13.52,21697
1868,Austria,Soybeans,2013,1110.0,3108.6,10.03,19697
22741,Pakistan,Sorghum,2007,494.0,5935.96,27.21,6045
14993,Indonesia,Maize,2002,2702.0,1597.0,27.71,30655
10940,India,"Rice, paddy",1992,1083.0,70791.0,26.78,26092
10114,Haiti,Plantains and others,2008,1440.0,27.85,27.08,64516
7274,Dominican Republic,"Rice, paddy",2001,1410.0,7182.0,26.78,48950
3119,Brazil,Wheat,1995,1761.0,92967.22,20.61,15420
17179,Kazakhstan,Sorghum,1994,250.0,17182.0,6.04,12857
14988,Indonesia,Maize,2002,2702.0,1597.0,25.64,30655
13794,India,Soybeans,2009,1083.0,28707.01,26.55,10236
12077,India,Wheat,1998,1083.0,49157.0,26.4,24852
19808,Mexico,Cassava,2004,758.0,26433.14,21.24,141677
9819,Guinea,Yams,2009,1651.0,449.26,27.37,133141
21782,Pakistan,Potatoes,1991,494.0,5962.0,22.48,104452
296,Angola,Wheat,2002,1010.0,40.0,24.79,15455
23473,Peru,Wheat,2008,1738.0,12598.66,17.34,13839
6547,Colombia,"Rice, paddy",1991,3240.0,16817.0,27.3,39959
362,Angola,Maize,2012,1010.0,40.0,24.24,7770
5495,Cameroon,Sweet potatoes,2005,1604.0,829.59,25.36,67586
5705,Canada,Potatoes,1995,537.0,32223.4,8.52,107859
2332,Bangladesh,Wheat,2010,2666.0,13283.72,26.65,23959
2060,Bahrain,Sweet potatoes,1993,83.0,14.05,26.09,116667
17046,Japan,Soybeans,2011,1668.0,51796.3,13.32,16006
7928,Ecuador,Potatoes,2008,2274.0,15396.14,21.89,61416
23744,Qatar,Maize,1993,74.0,3.0,27.1,126667
879,Australia,Soybeans,1991,534.0,17866.0,17.85,15551
20067,Mexico,Cassava,2008,758.0,61732.11,22.68,143579
3437,Brazil,Cassava,1999,1761.0,127585.0,27.64,132795
19747,Mexico,Cassava,2002,758.0,16189.88,22.59,150988
8914,Germany,Wheat,1991,700.0,32006.0,4.93,67712
21997,Pakistan,Soybeans,1994,494.0,6183.0,18.78,8011
2564,Brazil,Potatoes,1990,1761.0,49695.0,21.88,141084
18313,Malawi,Maize,2000,1181.0,220.22,20.22,17428
11840,India,Sorghum,1997,1083.0,52279.0,24.55,6920
10754,India,"Rice, paddy",1991,1083.0,72133.0,25.99,26271
23657,Portugal,Maize,2000,854.0,15470.0,16.23,57808
27641,United Kingdom,Wheat,2006,1220.0,22588.09,9.1,80361
18915,Mauritius,Potatoes,1999,2041.0,501.85,24.11,239781
19249,Mexico,Potatoes,1994,758.0,34468.93,25.05,190845
15891,Italy,Soybeans,2004,832.0,83810.0,12.75,34458
23779,Qatar,Wheat,2005,74.0,68.0,28.09,23333
20182,Mexico,Sweet potatoes,2009,758.0,61690.08,21.76,190454
3520,Brazil,Wheat,1999,1761.0,127585.0,25.32,19699
6421,Chile,Maize,2004,1522.0,9830.72,13.44,110678
15867,Italy,Wheat,2001,832.0,75978.0,13.23,28013
18950,Mauritius,Cassava,2009,2041.0,749.41,24.58,146667
17621,Kenya,Cassava,2013,630.0,1578.0,16.91,142470
8596,Eritrea,Wheat,1995,383.0,4.44,24.37,5124
16341,Japan,Wheat,1993,1668.0,79821.18,14.99,34739
4954,Bulgaria,Sorghum,2013,608.0,1197.0,11.26,26792
21384,Nicaragua,Maize,1999,2280.0,4097.16,26.82,11542
20759,Morocco,Soybeans,2011,346.0,13697.0,18.53,10000
3692,Brazil,Soybeans,2001,1761.0,151523.0,27.08,27105
1892,Azerbaijan,Soybeans,1995,447.0,148.68,12.81,10000
18156,Madagascar,Potatoes,2002,1513.0,240.84,20.14,59621
5761,Canada,Soybeans,1997,537.0,38258.2,3.99,25837
18475,Malaysia,Maize,2006,2875.0,39406.48,27.29,32000
17536,Kenya,Sorghum,2004,630.0,1578.0,16.92,5644
4168,Brazil,"Rice, paddy",2007,1761.0,304031.0,24.78,38260
7069,Denmark,Wheat,1998,703.0,3623.0,8.65,72476
1471,Australia,Sweet potatoes,2006,534.0,35900.0,13.99,278748
13679,India,Cassava,2009,1083.0,28707.01,26.41,343433
13173,India,Maize,2006,1083.0,37423.0,25.78,19125
22609,Pakistan,"Rice, paddy",2005,494.0,7914.31,18.75,31742
16623,Japan,Soybeans,2000,1668.0,79821.18,15.95,19184
26743,Turkey,Soybeans,1998,593.0,30162.0,14.48,26087
10071,Haiti,Yams,2001,1440.0,27.85,27.21,56286
689,Argentina,Sorghum,2010,591.0,105915.04,17.33,48163
19527,Mexico,Soybeans,1998,758.0,34468.93,17.07,15978
5534,Cameroon,Soybeans,2009,1604.0,813.77,25.54,8310
17906,Libya,Maize,1998,56.0,1262.38,20.24,18000
27545,United Kingdom,Potatoes,1996,1220.0,35579.0,8.87,407441
890,Australia,Wheat,1991,534.0,17866.0,18.73,14698
19111,Mexico,Maize,1992,758.0,34468.93,15.71,23450
24233,Saudi Arabia,Sorghum,2000,59.0,3024.11,26.62,13384
22109,Pakistan,Sorghum,1996,494.0,11955.0,27.17,5931
24222,Saudi Arabia,Maize,1999,59.0,2853.74,26.92,18723
20112,Mexico,Sweet potatoes,2008,758.0,61732.11,21.02,215028
10599,India,Sorghum,1990,1083.0,75000.0,25.16,8136
24959,South Africa,Sorghum,2005,495.0,26857.0,21.14,30058
14350,India,Sweet potatoes,2012,1083.0,52980.0,26.89,97174
14157,India,Sweet potatoes,2011,1083.0,55540.0,24.35,92456
12534,India,Sorghum,2001,1083.0,43720.04,27.56,7715
19454,Mexico,"Rice, paddy",1997,758.0,34468.93,20.99,41365
17997,Lithuania,Wheat,1992,656.0,1380.0,7.04,29411
2453,Belgium,Wheat,2005,847.0,9776.0,11.16,82733
13299,India,Wheat,2006,1083.0,37423.0,24.72,26188
6929,Colombia,Soybeans,2013,3240.0,54563.38,27.6,27250
6089,Canada,Potatoes,2012,537.0,73508.9,10.51,124735
19229,Mexico,Wheat,1993,758.0,34468.93,16.86,40821
27154,Uganda,"Rice, paddy",1990,1180.0,72.0,23.36,13846
20187,Mexico,Wheat,2009,758.0,61690.08,23.23,49688
15704,Italy,"Rice, paddy",1990,832.0,100596.4,7.97,60278
11405,India,Maize,1995,1083.0,61257.0,27.2,15946
9896,Guyana,Sweet potatoes,1999,2387.0,289.9,27.16,19932
19348,Mexico,Sweet potatoes,1995,758.0,34468.93,19.87,174581
22149,Pakistan,Maize,1997,494.0,16936.0,25.16,16352
27712,United Kingdom,Wheat,2013,1220.0,17673.46,9.91,73838
25277,Spain,Sweet potatoes,1993,636.0,29408.0,16.28,185053
25331,Spain,"Rice, paddy",1996,636.0,33236.0,16.72,69838
10443,Hungary,Potatoes,2004,589.0,9940.5,10.37,253210
23325,Peru,"Rice, paddy",1991,1738.0,3134.0,17.15,51416
27491,United Kingdom,Wheat,1990,1220.0,29517.0,8.68,69712
25272,Spain,Sorghum,1993,636.0,29408.0,11.12,45660
12194,India,Sorghum,1999,1083.0,46195.0,26.96,8472
21578,Niger,Wheat,2001,151.0,31.0,29.46,18412
23742,Qatar,Potatoes,1992,74.0,3.0,26.22,97727
2878,Brazil,"Rice, paddy",1993,1761.0,75658.33,26.89,22912
19183,Mexico,Potatoes,1993,758.0,34468.93,16.23,168931
7036,Croatia,Potatoes,2013,1113.0,1836.21,11.58,158785
25608,Spain,Sorghum,2010,636.0,39043.0,12.01,51206
9204,Ghana,Cassava,1997,1187.0,502.0,26.58,118777
10895,India,Maize,1992,1083.0,70791.0,26.78,16758
22916,Pakistan,Potatoes,2010,494.0,2968.44,23.75,226823
9816,Guinea,"Rice, paddy",2009,1651.0,449.26,27.37,16705
22387,Pakistan,Wheat,2000,494.0,27885.0,23.6,24907
301,Angola,Sorghum,2004,1010.0,40.0,24.22,3333
11008,India,Wheat,1992,1083.0,70791.0,25.69,23940
16674,Japan,Sweet potatoes,2001,1668.0,78735.45,13.13,251300
12024,India,Soybeans,1998,1083.0,49157.0,26.01,11001
9678,Guatemala,Soybeans,2013,1996.0,20489.4,20.37,25333
18189,Madagascar,"Rice, paddy",2007,1513.0,93.88,20.02,28268
26342,Thailand,Soybeans,1996,1622.0,21901.0,27.37,14053
23472,Peru,Sweet potatoes,2008,1738.0,12598.66,17.34,156567
18380,Malawi,Wheat,2009,1181.0,736.25,20.68,15006
23101,Pakistan,Potatoes,2013,494.0,0.92,27.21,218059
2256,Bangladesh,Sorghum,2005,2666.0,7605.01,26.19,13214
4593,Brazil,Sweet potatoes,2011,1761.0,345026.0,20.33,124266
24877,South Africa,Sorghum,2001,495.0,26857.0,18.92,23429
8146,Egypt,Sweet potatoes,1994,51.0,4283.0,22.02,247138
9196,Ghana,Yams,1995,1187.0,65.8,26.87,120710
15062,Indonesia,Maize,2005,2702.0,1597.0,27.48,34539
789,Armenia,Wheat,2007,562.0,241.71,9.44,25837
14226,India,Maize,2012,1083.0,52980.0,25.89,25557
11609,India,Potatoes,1996,1083.0,56114.0,26.65,169913
7076,Denmark,Potatoes,2002,703.0,2868.0,9.54,399066
5635,Canada,Potatoes,1992,537.0,29387.0,3.69,118173
9862,Guyana,Plantains and others,1992,2387.0,289.9,27.13,28917
15016,Indonesia,Sweet potatoes,2002,2702.0,1597.0,27.01,99940
13778,India,Sorghum,2009,1083.0,28707.01,27.82,9621
11586,India,Maize,1996,1083.0,56114.0,25.55,17094
25959,Suriname,Sweet potatoes,2000,2331.0,176.0,26.86,128000
25167,South Africa,Wheat,2012,495.0,26857.0,21.24,37476
9882,Guyana,Plantains and others,1997,2387.0,289.9,27.25,34000
3689,Brazil,Soybeans,2001,1761.0,151523.0,18.67,27105
14143,India,Soybeans,2011,1083.0,55540.0,25.06,11998
6828,Colombia,Cassava,2008,3240.0,48538.97,22.07,109215
25061,South Africa,Maize,2009,495.0,26857.0,18.67,49640
3443,Brazil,Cassava,1999,1761.0,127585.0,25.32,132795
11198,India,Wheat,1993,1083.0,66388.0,25.92,23267
12825,India,Maize,2004,1083.0,35113.0,26.41,19073
24125,Rwanda,"Rice, paddy",2011,1212.0,181.6,19.59,55195
9751,Guinea,Cassava,2000,1651.0,230.06,27.12,68299
3611,Brazil,Wheat,2000,1761.0,140423.0,18.01,15156
7979,Ecuador,Plantains and others,2010,2274.0,31637.12,22.3,48375
4841,Bulgaria,Soybeans,1993,608.0,3777.25,9.0,6742
22568,Pakistan,Sweet potatoes,2004,494.0,8903.48,27.94,113473
5789,Canada,Wheat,1998,537.0,41275.6,10.6,22550
9260,Ghana,Cassava,2006,1187.0,771.58,27.1,122000
4608,Brazil,Wheat,2011,1761.0,345026.0,24.32,26602
360,Angola,Wheat,2011,1010.0,40.0,24.15,10959
11437,India,Potatoes,1995,1083.0,61257.0,25.55,162720
5192,Burundi,Sweet potatoes,1995,1274.0,144.2,21.55,61230
11374,India,Wheat,1994,1083.0,61357.0,25.87,23796
2512,Botswana,Sorghum,2001,416.0,17.0,19.36,11538
23831,Romania,Sorghum,1994,637.0,21811.0,12.7,9406
23164,Papua New Guinea,Yams,1991,3142.0,121.0,25.04,176230
20260,Mexico,Cassava,2011,758.0,65961.1,19.83,127352
10156,Haiti,"Rice, paddy",2013,1440.0,27.85,27.2,28789
9575,Guatemala,Plantains and others,2001,1996.0,10023.42,19.62,223715
22674,Pakistan,Sorghum,2006,494.0,6925.13,25.17,6156
14868,Indonesia,Sweet potatoes,1998,2702.0,1597.0,25.81,95750
23486,Peru,Potatoes,2010,1738.0,15590.54,16.97,131588
15820,Italy,Soybeans,1998,832.0,84117.0,7.77,35040
5590,Canada,Soybeans,1990,537.0,29568.0,8.2,26096
19621,Mexico,Cassava,2000,758.0,34468.93,16.9,113284
20040,Mexico,Soybeans,2007,758.0,64501.28,21.35,14121
11867,India,Sweet potatoes,1997,1083.0,52279.0,26.45,84850
18824,Mauritania,Yams,2006,92.0,1.7,27.82,62222
7950,Ecuador,Plantains and others,2009,2274.0,9666.87,22.01,49631
17777,Lesotho,Maize,1993,788.0,0.3,14.95,8875
20589,Morocco,Sorghum,1998,346.0,12621.14,18.21,7019
18633,Mali,Maize,2005,282.0,14.84,28.13,14933
8334,Egypt,Potatoes,2009,51.0,9013.0,22.63,264241
25212,Spain,Soybeans,1990,636.0,39562.0,12.68,24253
20564,Morocco,Soybeans,1996,346.0,11806.86,17.97,24600
18272,Malawi,Plantains and others,1994,1181.0,173.19,20.59,38004
11028,India,Wheat,1992,1083.0,70791.0,26.78,23940
16314,Japan,Maize,1993,1668.0,79821.18,12.49,25000
10623,India,Soybeans,1990,1083.0,75000.0,25.12,10145
18350,Malawi,Maize,2006,1181.0,202.35,20.63,14814
24401,Senegal,Potatoes,2001,686.0,282.02,25.79,157460
25682,Sri Lanka,Cassava,1990,1712.0,1571.33,26.53,87717
11723,India,Wheat,1996,1083.0,56114.0,25.31,24828
2765,Brazil,Potatoes,1992,1761.0,67003.89,17.8,140432
20860,Mozambique,Sorghum,1999,1032.0,43.34,22.19,5869
1225,Australia,Wheat,1999,534.0,34200.0,14.2,20066
8073,Ecuador,Sweet potatoes,2013,2274.0,6471.77,21.69,19113
14918,Indonesia,Maize,2000,2702.0,1597.0,27.1,27649
18497,Malaysia,Sweet potatoes,2011,2875.0,41562.16,27.27,119255
15728,Italy,Maize,1992,832.0,88227.6,7.76,86597
26722,Turkey,Wheat,1997,593.0,34431.0,11.34,20174
7774,Ecuador,Soybeans,2001,2274.0,7344.0,17.39,18900
12711,India,Sorghum,2002,1083.0,42482.56,26.15,7602
10490,Hungary,Maize,2012,589.0,8141.17,11.31,39979
18121,Madagascar,Wheat,1997,1513.0,139.89,19.97,25000
17360,Kazakhstan,Sorghum,2010,250.0,6283.85,2.95,4500
11161,India,Soybeans,1993,1083.0,66388.0,25.97,10857
2569,Brazil,Potatoes,1990,1761.0,49695.0,20.29,141084
18275,Malawi,Sorghum,1994,1181.0,173.19,20.59,3059
8024,Ecuador,Wheat,2011,2274.0,17529.44,22.11,9249
19213,Mexico,Soybeans,1993,758.0,34468.93,16.86,20927
20121,Mexico,Wheat,2008,758.0,61732.11,25.22,50134
27467,Ukraine,"Rice, paddy",2011,565.0,79491.7,8.48,57399
22182,Pakistan,Soybeans,1997,494.0,16936.0,22.14,12942
22687,Pakistan,Soybeans,2006,494.0,6925.13,26.73,11287
20946,Mozambique,Wheat,2012,1032.0,766.93,21.92,9958
10650,India,Sweet potatoes,1990,1083.0,75000.0,24.78,79663
7397,Dominican Republic,Maize,2010,1410.0,6316.61,27.01,16818
17480,Kenya,Yams,1997,630.0,5172.0,16.77,57179
19106,Mexico,Cassava,1992,758.0,34468.93,19.97,93194
25194,South Africa,Sweet potatoes,2013,495.0,26857.0,14.98,29812
26252,Tajikistan,Wheat,2006,691.0,241.9,8.97,19967
13917,India,"Rice, paddy",2010,1083.0,40093.69,26.61,33587
